phase,batch,file_count,metadata_row_count,manifest_count,snapshot_count,row_count,repetition,scan_time_s
pre_compaction,100,100,500000,1,100,500000,1,0.13176033389754593
pre_compaction,100,100,500000,1,100,500000,2,0.11297579179517925
pre_compaction,100,100,500000,1,100,500000,3,0.10635308409109712
pre_compaction,100,100,500000,1,100,500000,4,0.10943475016392767
pre_compaction,100,100,500000,1,100,500000,5,0.11205233400687575
pre_compaction,100,100,500000,1,100,500000,6,0.11377754178829491
pre_compaction,100,100,500000,1,100,500000,7,0.10656962497159839
pre_compaction,200,200,1000000,2,200,1000000,1,0.2026180000975728
pre_compaction,200,200,1000000,2,200,1000000,2,0.20571491681039333
pre_compaction,200,200,1000000,2,200,1000000,3,0.2116962498985231
pre_compaction,200,200,1000000,2,200,1000000,4,0.2122703748755157
pre_compaction,200,200,1000000,2,200,1000000,5,0.2102658748626709
pre_compaction,200,200,1000000,2,200,1000000,6,0.2204670829232782
pre_compaction,200,200,1000000,2,200,1000000,7,0.20638099987991154
pre_compaction,300,300,1500000,3,300,1500000,1,0.28713308391161263
pre_compaction,300,300,1500000,3,300,1500000,2,0.28298870800063014
pre_compaction,300,300,1500000,3,300,1500000,3,0.2807789579965174
pre_compaction,300,300,1500000,3,300,1500000,4,0.2940214171539992
pre_compaction,300,300,1500000,3,300,1500000,5,0.2814332500565797
pre_compaction,300,300,1500000,3,300,1500000,6,0.2751095830462873
pre_compaction,300,300,1500000,3,300,1500000,7,0.2788567498791963
pre_compaction,400,400,2000000,4,400,2000000,1,0.38869241694919765
pre_compaction,400,400,2000000,4,400,2000000,2,0.38249025004915893
pre_compaction,400,400,2000000,4,400,2000000,3,0.3584127079229802
pre_compaction,400,400,2000000,4,400,2000000,4,0.35822387505322695
pre_compaction,400,400,2000000,4,400,2000000,5,0.3591779170092195
pre_compaction,400,400,2000000,4,400,2000000,6,0.3622378748841584
pre_compaction,400,400,2000000,4,400,2000000,7,0.3924450830090791
pre_compaction,500,500,2500000,5,500,2500000,1,0.44646129198372364
pre_compaction,500,500,2500000,5,500,2500000,2,0.4379262919537723
pre_compaction,500,500,2500000,5,500,2500000,3,0.43987350002862513
pre_compaction,500,500,2500000,5,500,2500000,4,0.43183008302003145
pre_compaction,500,500,2500000,5,500,2500000,5,0.486725291935727
pre_compaction,500,500,2500000,5,500,2500000,6,0.43672670889645815
pre_compaction,500,500,2500000,5,500,2500000,7,0.4437563749961555
pre_compaction,600,600,3000000,6,600,3000000,1,0.5145714159589261
pre_compaction,600,600,3000000,6,600,3000000,2,0.5173997089732438
pre_compaction,600,600,3000000,6,600,3000000,3,0.5573546669911593
pre_compaction,600,600,3000000,6,600,3000000,4,0.5228032500017434
pre_compaction,600,600,3000000,6,600,3000000,5,0.5224448749795556
pre_compaction,600,600,3000000,6,600,3000000,6,0.5505469578783959
pre_compaction,600,600,3000000,6,600,3000000,7,0.5344272500369698
pre_compaction,700,700,3500000,7,700,3500000,1,0.6022722499910742
pre_compaction,700,700,3500000,7,700,3500000,2,0.6053886250592768
pre_compaction,700,700,3500000,7,700,3500000,3,0.6071270420216024
pre_compaction,700,700,3500000,7,700,3500000,4,0.6145365829579532
pre_compaction,700,700,3500000,7,700,3500000,5,0.6420747919473797
pre_compaction,700,700,3500000,7,700,3500000,6,0.6321050839032978
pre_compaction,700,700,3500000,7,700,3500000,7,0.6044157079886645
pre_compaction,800,800,4000000,8,800,4000000,1,0.6875012500677258
pre_compaction,800,800,4000000,8,800,4000000,2,0.6801642910577357
pre_compaction,800,800,4000000,8,800,4000000,3,0.944371541030705
pre_compaction,800,800,4000000,8,800,4000000,4,0.7142350408248603
pre_compaction,800,800,4000000,8,800,4000000,5,0.789156333077699
pre_compaction,800,800,4000000,8,800,4000000,6,0.6828653330449015
pre_compaction,800,800,4000000,8,800,4000000,7,0.685162624809891
pre_compaction,900,900,4500000,9,900,4500000,1,0.7900277078151703
pre_compaction,900,900,4500000,9,900,4500000,2,0.760596209205687
pre_compaction,900,900,4500000,9,900,4500000,3,0.7739156249444932
pre_compaction,900,900,4500000,9,900,4500000,4,0.7706551658920944
pre_compaction,900,900,4500000,9,900,4500000,5,0.7654089580755681
pre_compaction,900,900,4500000,9,900,4500000,6,0.7642326250206679
pre_compaction,900,900,4500000,9,900,4500000,7,0.7647039159201086
pre_compaction,1000,1000,5000000,10,1000,5000000,1,0.8490622921381146
pre_compaction,1000,1000,5000000,10,1000,5000000,2,0.8572522918693721
pre_compaction,1000,1000,5000000,10,1000,5000000,3,1.070792208891362
pre_compaction,1000,1000,5000000,10,1000,5000000,4,0.8647167920134962
pre_compaction,1000,1000,5000000,10,1000,5000000,5,0.8506750829983503
pre_compaction,1000,1000,5000000,10,1000,5000000,6,0.8527868750970811
pre_compaction,1000,1000,5000000,10,1000,5000000,7,0.8541162090841681
post_compaction,1000,1,5000000,11,1001,5000000,1,0.3267160418909043
post_compaction,1000,1,5000000,11,1001,5000000,2,0.3290304171387106
post_compaction,1000,1,5000000,11,1001,5000000,3,0.3329064999707043
post_compaction,1000,1,5000000,11,1001,5000000,4,0.38377729221247137
post_compaction,1000,1,5000000,11,1001,5000000,5,0.3308107501361519
post_compaction,1000,1,5000000,11,1001,5000000,6,0.32557950005866587
post_compaction,1000,1,5000000,11,1001,5000000,7,0.32566820783540606
